Country,Total Cases,Cases,Total Deaths,Deaths,Total Recovered,Date
Azerbaijan,3,0.0,0,0.0,0,2020-03-01
Czechia,3,3.0,0,0.0,0,2020-03-01
Georgia,3,0.0,0,0.0,0,2020-03-01
Iceland,3,2.0,0,0.0,0,2020-03-01
India,3,0.0,0,0.0,0,2020-03-01
Qatar,3,2.0,0,0.0,0,2020-03-01
Romania,3,0.0,0,0.0,0,2020-03-01
Algeria,2,1.0,0,0.0,0,2020-03-01
Belgium,2,1.0,0,0.0,0,2020-03-01
Brazil,2,0.0,0,0.0,0,2020-03-01
Egypt,2,1.0,0,0.0,0,2020-03-01
Russia,2,0.0,0,0.0,0,2020-03-01
Afghanistan,1,0.0,0,0.0,0,2020-03-01
Armenia,1,1.0,0,0.0,0,2020-03-01
Belarus,1,0.0,0,0.0,0,2020-03-01
Cambodia,1,0.0,0,0.0,0,2020-03-01
Dominican Republic,1,1.0,0,0.0,0,2020-03-01
Estonia,1,0.0,0,0.0,0,2020-03-01
Ireland,1,0.0,0,0.0,0,2020-03-01
Lithuania,1,0.0,0,0.0,0,2020-03-01
Luxembourg,1,0.0,0,0.0,0,2020-03-01
North Macedonia,1,0.0,0,0.0,0,2020-03-01
Monaco,1,0.0,0,0.0,0,2020-03-01
Nepal,1,0.0,0,0.0,0,2020-03-01
New Zealand,1,0.0,0,0.0,0,2020-03-01
Nigeria,1,0.0,0,0.0,0,2020-03-01
San Marino,1,0.0,0,0.0,0,2020-03-01
Sri Lanka,1,0.0,0,0.0,0,2020-03-01
Total:,88377,1764.0,0,24.0,0,2020-03-01
China,80026,0.0,0,0.0,0,2020-03-02
S. Korea,4335,599.0,0,7.0,0,2020-03-02
Italy,2036,335.0,0,11.0,0,2020-03-02
Iran,1501,523.0,0,12.0,0,2020-03-02
Diamond Princess,705,0.0,0,0.0,0,2020-03-02
Japan,274,18.0,0,0.0,0,2020-03-02
France,191,61.0,0,1.0,0,2020-03-02
Germany,165,35.0,0,0.0,0,2020-03-02
Spain,120,36.0,0,0.0,0,2020-03-02
Singapore,108,2.0,0,0.0,0,2020-03-02
Hong Kong,100,0.0,0,0.0,0,2020-03-02
USA,99,24.0,0,5.0,0,2020-03-02
Kuwait,56,10.0,0,0.0,0,2020-03-02
Bahrain,49,2.0,0,0.0,0,2020-03-02
Thailand,43,1.0,0,0.0,0,2020-03-02
Taiwan,41,1.0,0,0.0,0,2020-03-02
U.K.,40,4.0,0,0.0,0,2020-03-02
Australia,33,4.0,0,0.0,0,2020-03-02
Malaysia,29,0.0,0,0.0,0,2020-03-02
Canada,27,3.0,0,0.0,0,2020-03-02
Iraq,26,7.0,0,0.0,0,2020-03-02
Norway,25,6.0,0,0.0,0,2020-03-02
Switzerland,24,0.0,0,0.0,0,2020-03-02
U.A.E.,21,0.0,0,0.0,0,2020-03-02
Austria,18,4.0,0,0.0,0,2020-03-02
Netherlands,18,8.0,0,0.0,0,2020-03-02
Vietnam,16,0.0,0,0.0,0,2020-03-02
Sweden,15,1.0,0,0.0,0,2020-03-02
Lebanon,13,3.0,0,0.0,0,2020-03-02
Israel,12,2.0,0,0.0,0,2020-03-02
Macao,10,0.0,0,0.0,0,2020-03-02
San Marino,8,0.0,0,0.0,0,2020-03-02
Belgium,8,6.0,0,0.0,0,2020-03-02
Croatia,8,1.0,0,0.0,0,2020-03-02
Greece,7,0.0,0,0.0,0,2020-03-02
Qatar,7,4.0,0,0.0,0,2020-03-02
Ecuador,6,0.0,0,0.0,0,2020-03-02
Finland,6,0.0,0,0.0,0,2020-03-02
Iceland,6,3.0,0,0.0,0,2020-03-02
India,6,3.0,0,0.0,0,2020-03-02
Oman,6,0.0,0,0.0,0,2020-03-02
Mexico,5,0.0,0,0.0,0,2020-03-02
Denmark,4,0.0,0,0.0,0,2020-03-02
Pakistan,4,0.0,0,0.0,0,2020-03-02
Philippines,3,0.0,0,0.0,0,2020-03-02
Algeria,3,0.0,0,0.0,0,2020-03-02
Azerbaijan,3,0.0,0,0.0,0,2020-03-02
Czechia,3,0.0,0,0.0,0,2020-03-02
Georgia,3,0.0,0,0.0,0,2020-03-02
Romania,3,0.0,0,0.0,0,2020-03-02
Russia,3,1.0,0,0.0,0,2020-03-02
Brazil,2,0.0,0,0.0,0,2020-03-02
Egypt,2,0.0,0,0.0,0,2020-03-02
Indonesia,2,2.0,0,0.0,0,2020-03-02
Portugal,2,2.0,0,0.0,0,2020-03-02
Afghanistan,1,0.0,0,0.0,0,2020-03-02
Andorra,1,1.0,0,0.0,0,2020-03-02
Armenia,1,0.0,0,0.0,0,2020-03-02
Belarus,1,0.0,0,0.0,0,2020-03-02
Cambodia,1,0.0,0,0.0,0,2020-03-02
Dominican Republic,1,0.0,0,0.0,0,2020-03-02
Estonia,1,0.0,0,0.0,0,2020-03-02
Ireland,1,0.0,0,0.0,0,2020-03-02
Jordan,1,1.0,0,0.0,0,2020-03-02
Latvia,1,1.0,0,0.0,0,2020-03-02
Lithuania,1,0.0,0,0.0,0,2020-03-02
Luxembourg,1,0.0,0,0.0,0,2020-03-02
North Macedonia,1,0.0,0,0.0,0,2020-03-02
Monaco,1,0.0,0,0.0,0,2020-03-02
Morocco,1,1.0,0,0.0,0,2020-03-02
Nepal,1,0.0,0,0.0,0,2020-03-02
New Zealand,1,0.0,0,0.0,0,2020-03-02
Nigeria,1,0.0,0,0.0,0,2020-03-02
Saudi Arabia,1,1.0,0,0.0,0,2020-03-02
Senegal,1,1.0,0,0.0,0,2020-03-02
Sri Lanka,1,0.0,0,0.0,0,2020-03-02
Tunisia,1,1.0,0,0.0,0,2020-03-02
Total:,90308,1718.0,0,36.0,0,2020-03-02
China,80152,1.0,0,2.0,0,2020-03-03
S. Korea,5186,851.0,0,6.0,0,2020-03-03
Italy,2502,466.0,0,27.0,0,2020-03-03
Iran,2336,835.0,0,11.0,0,2020-03-03
Diamond Princess,706,0.0,0,0.0,0,2020-03-03
Japan,293,19.0,0,0.0,0,2020-03-03
France,212,21.0,0,1.0,0,2020-03-03
Germany,196,31.0,0,0.0,0,2020-03-03
Spain,165,45.0,0,1.0,0,2020-03-03
USA,118,18.0,0,3.0,0,2020-03-03
Singapore,110,2.0,0,0.0,0,2020-03-03
Hong Kong,101,1.0,0,0.0,0,2020-03-03
Switzerland,58,28.0,0,0.0,0,2020-03-03
Kuwait,56,0.0,0,0.0,0,2020-03-03
U.K.,51,12.0,0,0.0,0,2020-03-03
Bahrain,49,0.0,0,0.0,0,2020-03-03
Thailand,43,0.0,0,0.0,0,2020-03-03
Taiwan,42,1.0,0,0.0,0,2020-03-03
Australia,39,6.0,0,0.0,0,2020-03-03
Malaysia,36,7.0,0,0.0,0,2020-03-03
Norway,33,8.0,0,0.0,0,2020-03-03
Iraq,32,5.0,0,0.0,0,2020-03-03
Canada,30,3.0,0,0.0,0,2020-03-03
Sweden,30,15.0,0,0.0,0,2020-03-03
U.A.E.,27,6.0,0,0.0,0,2020-03-03
Austria,24,6.0,0,0.0,0,2020-03-03
Netherlands,23,5.0,0,0.0,0,2020-03-03
Vietnam,16,0.0,0,0.0,0,2020-03-03
Belgium,13,5.0,0,0.0,0,2020-03-03
Lebanon,13,0.0,0,0.0,0,2020-03-03
Israel,12,0.0,0,0.0,0,2020-03-03
Oman,12,6.0,0,0.0,0,2020-03-03
Iceland,11,2.0,0,0.0,0,2020-03-03
San Marino,10,2.0,0,0.0,0,2020-03-03
Macao,10,0.0,0,0.0,0,2020-03-03
Denmark,10,6.0,0,0.0,0,2020-03-03
Croatia,9,1.0,0,0.0,0,2020-03-03
Algeria,8,3.0,0,0.0,0,2020-03-03
Qatar,8,1.0,0,0.0,0,2020-03-03
Ecuador,7,1.0,0,0.0,0,2020-03-03
Finland,7,0.0,0,0.0,0,2020-03-03
Greece,7,0.0,0,0.0,0,2020-03-03
India,6,0.0,0,0.0,0,2020-03-03
Mexico,6,0.0,0,0.0,0,2020-03-03
Czechia,5,1.0,0,0.0,0,2020-03-03
Pakistan,5,1.0,0,0.0,0,2020-03-03
Portugal,4,2.0,0,0.0,0,2020-03-03
Romania,4,1.0,0,0.0,0,2020-03-03
Philippines,3,0.0,0,0.0,0,2020-03-03
Azerbaijan,3,0.0,0,0.0,0,2020-03-03
Georgia,3,0.0,0,0.0,0,2020-03-03
Russia,3,0.0,0,0.0,0,2020-03-03
Brazil,2,0.0,0,0.0,0,2020-03-03
Egypt,2,0.0,0,0.0,0,2020-03-03
Estonia,2,1.0,0,0.0,0,2020-03-03
Indonesia,2,0.0,0,0.0,0,2020-03-03
Ireland,2,1.0,0,0.0,0,2020-03-03
Senegal,2,1.0,0,0.0,0,2020-03-03
Afghanistan,1,0.0,0,0.0,0,2020-03-03
Andorra,1,0.0,0,0.0,0,2020-03-03
Armenia,1,0.0,0,0.0,0,2020-03-03
Belarus,1,0.0,0,0.0,0,2020-03-03
Cambodia,1,0.0,0,0.0,0,2020-03-03
Dominican Republic,1,0.0,0,0.0,0,2020-03-03
Jordan,1,0.0,0,0.0,0,2020-03-03
Latvia,1,0.0,0,0.0,0,2020-03-03
Lithuania,1,0.0,0,0.0,0,2020-03-03
Luxembourg,1,0.0,0,0.0,0,2020-03-03
North Macedonia,1,0.0,0,0.0,0,2020-03-03
Monaco,1,0.0,0,0.0,0,2020-03-03
Morocco,1,0.0,0,0.0,0,2020-03-03
Nepal,1,0.0,0,0.0,0,2020-03-03
New Zealand,1,0.0,0,0.0,0,2020-03-03
Nigeria,1,0.0,0,0.0,0,2020-03-03
Saudi Arabia,1,0.0,0,0.0,0,2020-03-03
Sri Lanka,1,0.0,0,0.0,0,2020-03-03
Tunisia,1,0.0,0,0.0,0,2020-03-03
Ukraine,1,1.0,0,0.0,0,2020-03-03
Argentina,1,1.0,0,0.0,0,2020-03-03
Chile,1,1.0,0,0.0,0,2020-03-03
Liechtenstein,1,1.0,0,0.0,0,2020-03-03
Total:,92880,2431.0,0,51.0,0,2020-03-03
China,80282,12.0,0,0.0,0,2020-03-04
S. Korea,5621,435.0,0,3.0,0,2020-03-04
Italy,3089,587.0,0,28.0,0,2020-03-04
Iran,2922,586.0,0,15.0,0,2020-03-04
Diamond Princess,706,0.0,0,0.0,0,2020-03-04
Japan,331,38.0,0,0.0,0,2020-03-04
France,285,73.0,0,0.0,0,2020-03-04
Germany,262,59.0,0,0.0,0,2020-03-04
Spain,228,63.0,0,1.0,0,2020-03-04
USA,154,30.0,0,2.0,0,2020-03-04
Singapore,110,0.0,0,0.0,0,2020-03-04
Hong Kong,103,2.0,0,0.0,0,2020-03-04
Switzerland,93,35.0,0,0.0,0,2020-03-04
U.K.,87,36.0,0,0.0,0,2020-03-04
Norway,59,26.0,0,0.0,0,2020-03-04
Kuwait,56,0.0,0,0.0,0,2020-03-04
Bahrain,52,3.0,0,0.0,0,2020-03-04
Sweden,52,22.0,0,0.0,0,2020-03-04
Australia,50,11.0,0,1.0,0,2020-03-04
Malaysia,50,14.0,0,0.0,0,2020-03-04
Thailand,43,0.0,0,0.0,0,2020-03-04
Taiwan,42,0.0,0,0.0,0,2020-03-04
Netherlands,38,15.0,0,0.0,0,2020-03-04
Iraq,35,3.0,0,2.0,0,2020-03-04
Canada,33,3.0,0,0.0,0,2020-03-04
Austria,29,5.0,0,0.0,0,2020-03-04
India,29,22.0,0,0.0,0,2020-03-04
U.A.E.,28,1.0,0,0.0,0,2020-03-04
Iceland,26,12.0,0,0.0,0,2020-03-04
Belgium,23,8.0,0,0.0,0,2020-03-04
Algeria,17,9.0,0,0.0,0,2020-03-04
San Marino,16,6.0,0,0.0,0,2020-03-04
Vietnam,16,0.0,0,0.0,0,2020-03-04
Denmark,15,5.0,0,0.0,0,2020-03-04
Israel,15,3.0,0,0.0,0,2020-03-04
Lebanon,15,2.0,0,0.0,0,2020-03-04
Oman,15,3.0,0,0.0,0,2020-03-04
Macao,10,0.0,0,0.0,0,2020-03-04
Croatia,10,1.0,0,0.0,0,2020-03-04
Ecuador,10,3.0,0,0.0,0,2020-03-04
Greece,9,2.0,0,0.0,0,2020-03-04
Czechia,8,3.0,0,0.0,0,2020-03-04
Qatar,8,0.0,0,0.0,0,2020-03-04
Finland,7,0.0,0,0.0,0,2020-03-04
Belarus,6,2.0,0,0.0,0,2020-03-04
Ireland,6,4.0,0,0.0,0,2020-03-04
Mexico,6,0.0,0,0.0,0,2020-03-04
Portugal,6,2.0,0,0.0,0,2020-03-04
Romania,6,2.0,0,0.0,0,2020-03-04
Pakistan,5,0.0,0,0.0,0,2020-03-04
Brazil,4,2.0,0,0.0,0,2020-03-04
Senegal,4,2.0,0,0.0,0,2020-03-04
Philippines,3,0.0,0,0.0,0,2020-03-04
Azerbaijan,3,0.0,0,0.0,0,2020-03-04
Georgia,3,0.0,0,0.0,0,2020-03-04
New Zealand,3,1.0,0,0.0,0,2020-03-04
Russia,3,0.0,0,0.0,0,2020-03-04
Egypt,2,0.0,0,0.0,0,2020-03-04
Estonia,2,0.0,0,0.0,0,2020-03-04
Indonesia,2,0.0,0,0.0,0,2020-03-04
Saudi Arabia,2,1.0,0,0.0,0,2020-03-04
Chile,2,1.0,0,0.0,0,2020-03-04
Hungary,2,2.0,0,0.0,0,2020-03-04
Afghanistan,1,0.0,0,0.0,0,2020-03-04
Andorra,1,0.0,0,0.0,0,2020-03-04
Armenia,1,0.0,0,0.0,0,2020-03-04
Cambodia,1,0.0,0,0.0,0,2020-03-04
Dominican Republic,1,0.0,0,0.0,0,2020-03-04
Jordan,1,0.0,0,0.0,0,2020-03-04
Latvia,1,0.0,0,0.0,0,2020-03-04
Lithuania,1,0.0,0,0.0,0,2020-03-04
Luxembourg,1,0.0,0,0.0,0,2020-03-04
North Macedonia,1,0.0,0,0.0,0,2020-03-04
Monaco,1,0.0,0,0.0,0,2020-03-04
Morocco,1,0.0,0,0.0,0,2020-03-04
Nepal,1,0.0,0,0.0,0,2020-03-04
Nigeria,1,0.0,0,0.0,0,2020-03-04
Sri Lanka,1,0.0,0,0.0,0,2020-03-04
Tunisia,1,0.0,0,0.0,0,2020-03-04
Ukraine,1,0.0,0,0.0,0,2020-03-04
Argentina,1,0.0,0,0.0,0,2020-03-04
Liechtenstein,1,0.0,0,0.0,0,2020-03-04
Poland,1,1.0,0,0.0,0,2020-03-04
Slovenia,1,1.0,0,0.0,0,2020-03-04
Total:,95180,2159.0,0,52.0,0,2020-03-04
China,80430,21.0,0,1.0,0,2020-03-05
S. Korea,6088,467.0,0,5.0,0,2020-03-05
Italy,3858,769.0,0,41.0,0,2020-03-05
Iran,3513,591.0,0,16.0,0,2020-03-05
Diamond Princess,696,0.0,0,0.0,0,2020-03-05
Germany,545,283.0,0,0.0,0,2020-03-05
France,423,138.0,0,3.0,0,2020-03-05
Japan,364,33.0,0,0.0,0,2020-03-05
Spain,282,54.0,0,1.0,0,2020-03-05
USA,213,55.0,0,1.0,0,2020-03-05
Switzerland,118,25.0,0,1.0,0,2020-03-05
Singapore,117,5.0,0,0.0,0,2020-03-05
UK,116,29.0,0,1.0,0,2020-03-05
Hong Kong,105,2.0,0,0.0,0,2020-03-05
Sweden,94,42.0,0,0.0,0,2020-03-05
Norway,91,32.0,0,0.0,0,2020-03-05
Netherlands,82,44.0,0,0.0,0,2020-03-05
Australia,59,6.0,0,0.0,0,2020-03-05
Kuwait,58,2.0,0,0.0,0,2020-03-05
Bahrain,55,3.0,0,0.0,0,2020-03-05
Malaysia,55,5.0,0,0.0,0,2020-03-05
Belgium,50,27.0,0,0.0,0,2020-03-05
Thailand,47,4.0,0,0.0,0,2020-03-05
Taiwan,44,2.0,0,0.0,0,2020-03-05
Austria,43,14.0,0,0.0,0,2020-03-05
Canada,37,3.0,0,0.0,0,2020-03-05
Iraq,36,1.0,0,1.0,0,2020-03-05
Iceland,35,9.0,0,0.0,0,2020-03-05
Greece,31,22.0,0,0.0,0,2020-03-05
India,30,1.0,0,0.0,0,2020-03-05
UAE,28,0.0,0,0.0,0,2020-03-05
San Marino,21,5.0,0,0.0,0,2020-03-05
Denmark,20,5.0,0,0.0,0,2020-03-05
Algeria,17,0.0,0,0.0,0,2020-03-05
Israel,17,2.0,0,0.0,0,2020-03-05
Lebanon,16,1.0,0,0.0,0,2020-03-05
Oman,16,1.0,0,0.0,0,2020-03-05
Vietnam,16,0.0,0,0.0,0,2020-03-05
Ecuador,13,3.0,0,0.0,0,2020-03-05
Ireland,13,7.0,0,0.0,0,2020-03-05
Czechia,12,4.0,0,0.0,0,2020-03-05
Finland,12,5.0,0,0.0,0,2020-03-05
Macao,10,0.0,0,0.0,0,2020-03-05
Croatia,10,0.0,0,0.0,0,2020-03-05
Georgia,9,6.0,0,0.0,0,2020-03-05
Portugal,9,3.0,0,0.0,0,2020-03-05
Brazil,8,5.0,0,0.0,0,2020-03-05
Qatar,8,0.0,0,0.0,0,2020-03-05
Palestine,7,7.0,0,0.0,0,2020-03-05
Azerbaijan,6,3.0,0,0.0,0,2020-03-05
Belarus,6,0.0,0,0.0,0,2020-03-05
Mexico,6,0.0,0,0.0,0,2020-03-05
Romania,6,0.0,0,0.0,0,2020-03-05
Slovenia,6,5.0,0,0.0,0,2020-03-05
Estonia,5,3.0,0,0.0,0,2020-03-05
Pakistan,5,0.0,0,0.0,0,2020-03-05
Saudi Arabia,5,3.0,0,0.0,0,2020-03-05
New Zealand,4,1.0,0,0.0,0,2020-03-05
Russia,4,1.0,0,0.0,0,2020-03-05
Senegal,4,0.0,0,0.0,0,2020-03-05
Chile,4,1.0,0,0.0,0,2020-03-05
Hungary,4,2.0,0,0.0,0,2020-03-05
Philippines,3,0.0,0,0.0,0,2020-03-05
Egypt,3,1.0,0,0.0,0,2020-03-05
Indonesia,2,0.0,0,0.0,0,2020-03-05
Luxembourg,2,1.0,0,0.0,0,2020-03-05
Morocco,2,1.0,0,0.0,0,2020-03-05
Bosnia and Herzegovina,2,2.0,0,0.0,0,2020-03-05
Afghanistan,1,0.0,0,0.0,0,2020-03-05
Andorra,1,0.0,0,0.0,0,2020-03-05
Armenia,1,0.0,0,0.0,0,2020-03-05
Cambodia,1,0.0,0,0.0,0,2020-03-05
Dominican Republic,1,0.0,0,0.0,0,2020-03-05
Jordan,1,0.0,0,0.0,0,2020-03-05
Latvia,1,0.0,0,0.0,0,2020-03-05
Lithuania,1,0.0,0,0.0,0,2020-03-05
North Macedonia,1,0.0,0,0.0,0,2020-03-05
Monaco,1,0.0,0,0.0,0,2020-03-05
Nepal,1,0.0,0,0.0,0,2020-03-05
Nigeria,1,0.0,0,0.0,0,2020-03-05
Sri Lanka,1,0.0,0,0.0,0,2020-03-05
Tunisia,1,0.0,0,0.0,0,2020-03-05
Ukraine,1,0.0,0,0.0,0,2020-03-05
Argentina,1,0.0,0,0.0,0,2020-03-05
Costa Rica,1,1.0,0,0.0,0,2020-03-05
Gibraltar,1,0.0,0,0.0,0,2020-03-05
Liechtenstein,1,0.0,0,0.0,0,2020-03-05
Poland,1,0.0,0,0.0,0,2020-03-05
South Africa,1,1.0,0,0.0,0,2020-03-05
Total:,98077,2769.0,0,71.0,0,2020-03-05
China,80576,+24,0,0.0,0,2020-03-06
S. Korea,6593,+309,0,1.0,0,2020-03-06
Iran,4747,"+1,234",0,16.0,0,2020-03-06
Italy,4636,+778,0,49.0,0,2020-03-06
Diamond Princess,696,0,0,0.0,0,2020-03-06
Germany,670,+125,0,0.0,0,2020-03-06
France,653,+230,0,2.0,0,2020-03-06
Japan,420,+56,0,0.0,0,2020-03-06
Spain,400,+118,0,5.0,0,2020-03-06
USA,272,+51,0,3.0,0,2020-03-06
Switzerland,214,+94,0,0.0,0,2020-03-06
UK,164,+48,0,1.0,0,2020-03-06
Sweden,137,+43,0,0.0,0,2020-03-06
Singapore,130,+13,0,0.0,0,2020-03-06
Netherlands,128,+46,0,1.0,0,2020-03-06
Norway,127,+33,0,0.0,0,2020-03-06
Belgium,109,+59,0,0.0,0,2020-03-06
Hong Kong,108,+3,0,0.0,0,2020-03-06
Malaysia,83,+28,0,0.0,0,2020-03-06
Austria,66,+23,0,0.0,0,2020-03-06
Australia,63,+3,0,0.0,0,2020-03-06
Bahrain,60,+5,0,0.0,0,2020-03-06
Kuwait,58,0,0,0.0,0,2020-03-06
Canada,51,+14,0,0.0,0,2020-03-06
Iraq,48,+8,0,1.0,0,2020-03-06
Thailand,48,+1,0,0.0,0,2020-03-06
Taiwan,45,+1,0,0.0,0,2020-03-06
Greece,45,+14,0,0.0,0,2020-03-06
UAE,45,+17,0,0.0,0,2020-03-06
Iceland,43,+8,0,0.0,0,2020-03-06
India,31,+1,0,0.0,0,2020-03-06
San Marino,23,+2,0,0.0,0,2020-03-06
Denmark,23,+3,0,0.0,0,2020-03-06
Lebanon,22,+6,0,0.0,0,2020-03-06
Israel,21,+4,0,0.0,0,2020-03-06
Czechia,19,+7,0,0.0,0,2020-03-06
Ireland,18,+5,0,0.0,0,2020-03-06
Algeria,17,0,0,0.0,0,2020-03-06
Vietnam,17,+1,0,0.0,0,2020-03-06
Oman,16,0,0,0.0,0,2020-03-06
Palestine,16,+9,0,0.0,0,2020-03-06
Egypt,15,+12,0,0.0,0,2020-03-06
Finland,15,+3,0,0.0,0,2020-03-06
Brazil,13,+5,0,0.0,0,2020-03-06
Ecuador,13,0,0,0.0,0,2020-03-06
Portugal,13,+4,0,0.0,0,2020-03-06
Russia,13,+6,0,0.0,0,2020-03-06
Croatia,11,+1,0,0.0,0,2020-03-06
Qatar,11,+3,0,0.0,0,2020-03-06
Macao,10,0,0,0.0,0,2020-03-06
Estonia,10,+5,0,0.0,0,2020-03-06
Georgia,9,0,0,0.0,0,2020-03-06
Romania,9,+3,0,0.0,0,2020-03-06
Argentina,8,+6,0,0.0,0,2020-03-06
Slovenia,8,+2,0,0.0,0,2020-03-06
Azerbaijan,6,0,0,0.0,0,2020-03-06
Belarus,6,0,0,0.0,0,2020-03-06
Mexico,6,0,0,0.0,0,2020-03-06
Pakistan,6,+1,0,0.0,0,2020-03-06
Philippines,5,+2,0,0.0,0,2020-03-06
Saudi Arabia,5,0,0,0.0,0,2020-03-06
Chile,5,+1,0,0.0,0,2020-03-06
Poland,5,+4,0,0.0,0,2020-03-06
Indonesia,4,+2,0,0.0,0,2020-03-06
New Zealand,4,0,0,0.0,0,2020-03-06
Senegal,4,0,0,0.0,0,2020-03-06
Hungary,4,0,0,0.0,0,2020-03-06
Luxembourg,3,+1,0,0.0,0,2020-03-06
North Macedonia,3,+2,0,0.0,0,2020-03-06
Bosnia and Herzegovina,3,+1,0,0.0,0,2020-03-06
Dominican Republic,2,+1,0,0.0,0,2020-03-06
Morocco,2,0,0,0.0,0,2020-03-06
Afghanistan,1,0,0,0.0,0,2020-03-06
Andorra,1,0,0,0.0,0,2020-03-06
Armenia,1,0,0,0.0,0,2020-03-06
Cambodia,1,0,0,0.0,0,2020-03-06
Jordan,1,0,0,0.0,0,2020-03-06
Latvia,1,0,0,0.0,0,2020-03-06
Lithuania,1,0,0,0.0,0,2020-03-06
Monaco,1,0,0,0.0,0,2020-03-06
Nepal,1,0,0,0.0,0,2020-03-06
Nigeria,1,0,0,0.0,0,2020-03-06
Sri Lanka,1,0,0,0.0,0,2020-03-06
Tunisia,1,0,0,0.0,0,2020-03-06
Ukraine,1,0,0,0.0,0,2020-03-06
Bhutan,1,+1,0,0.0,0,2020-03-06
Cameroon,1,+1,0,0.0,0,2020-03-06
Colombia,1,+1,0,0.0,0,2020-03-06
Costa Rica,1,0,0,0.0,0,2020-03-06
Gibraltar,1,0,0,0.0,0,2020-03-06
Vatican City,1,+1,0,0.0,0,2020-03-06
Liechtenstein,1,0,0,0.0,0,2020-03-06
Peru,1,+1,0,0.0,0,2020-03-06
Serbia,1,+1,0,0.0,0,2020-03-06
Slovakia,1,+1,0,0.0,0,2020-03-06
South Africa,1,0,0,0.0,0,2020-03-06
Togo,1,+1,0,0.0,0,2020-03-06
Total:,101914,3497,0,79.0,0,2020-03-06
China,80652,+1,0,0.0,0,2020-03-07
S. Korea,7041,+448,0,5.0,0,2020-03-07
Italy,5883,"+1,247",0,36.0,0,2020-03-07
Iran,5823,"+1,076",0,21.0,0,2020-03-07
France,949,+296,0,7.0,0,2020-03-07
Germany,800,+130,0,0.0,0,2020-03-07
Diamond Princess,696,0,0,0.0,0,2020-03-07
Spain,503,+102,0,2.0,0,2020-03-07
Japan,461,+41,0,0.0,0,2020-03-07
USA,418,+99,0,4.0,0,2020-03-07
Switzerland,268,+54,0,0.0,0,2020-03-07
UK,209,+45,0,0.0,0,2020-03-07
Netherlands,188,+60,0,0.0,0,2020-03-07
Belgium,169,+60,0,0.0,0,2020-03-07
Sweden,161,+24,0,0.0,0,2020-03-07
Norway,156,+29,0,0.0,0,2020-03-07
Singapore,138,+8,0,0.0,0,2020-03-07
Hong Kong,108,0,0,0.0,0,2020-03-07
Malaysia,93,+10,0,0.0,0,2020-03-07
Bahrain,85,+25,0,0.0,0,2020-03-07
Austria,81,+15,0,0.0,0,2020-03-07
Australia,74,+11,0,0.0,0,2020-03-07
Greece,66,+21,0,0.0,0,2020-03-07
Kuwait,61,+3,0,0.0,0,2020-03-07
Canada,60,+6,0,0.0,0,2020-03-07
Iraq,54,+8,0,0.0,0,2020-03-07
Thailand,50,+2,0,0.0,0,2020-03-07
Iceland,50,+5,0,0.0,0,2020-03-07
Egypt,48,+33,0,0.0,0,2020-03-07
Taiwan,45,0,0,0.0,0,2020-03-07
UAE,45,0,0,0.0,0,2020-03-07
India,34,+3,0,0.0,0,2020-03-07
Lebanon,28,+6,0,0.0,0,2020-03-07
Denmark,27,+6,0,0.0,0,2020-03-07
